tconst;titleType;primaryTitle;originalTitle;startYear;score;is_genre_from_selection;is_keywords_from_selection;poster_url;genres
tt2513074;movie;Billy Lynn's Long Halftime Walk;Billy Lynn's Long Halftime Walk;2016;2;1;1;;['action', 'drama', 'sport']
tt0118760;movie;The Boxer;The Boxer;1997;2;1;1;;['drama', 'romance', 'sport']
tt0203166;movie;Together;Tillsammans;2000;2;1;1;;['comedy', 'drama', 'romance']
tt0115438;movie;2 Days in the Valley;2 Days in the Valley;1996;2;1;1;https://m.media-amazon.com/images/M/MV5BZDI0ZmFmYTgtMTQ5OS00MTVmLTgwNWYtNzIyY2Y5NjYxNzgyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg;['comedy', 'crime', 'thriller']
tt0081070;movie;The Long Good Friday;The Long Good Friday;1980;2;1;1;;['crime', 'drama', 'mystery']
tt0092948;movie;Eddie Murphy: Raw;Eddie Murphy: Raw;1987;2;1;1;https://m.media-amazon.com/images/M/MV5BOWEwYTk4YTgtZGVjNi00MmI0LTkwOTItOWUxYzBlN2YwZWFkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg;['comedy', 'documentary']
tt0768212;movie;The Last Mimzy;The Last Mimzy;2007;2;1;1;;['action', 'adventure', 'drama']
tt0259393;movie;Lantana;Lantana;2001;2;1;1;;['drama', 'mystery', 'romance']
tt0028010;movie;My Man Godfrey;My Man Godfrey;1936;2;1;1;;['comedy', 'drama', 'romance']
tt0038669;movie;The Killers;The Killers;1946;2;1;1;;['crime', 'drama', 'film-noir']
tt0134983;movie;Supernova;Supernova;2000;2;1;1;;['horror', 'sci-fi', 'thriller']
tt3963816;movie;Marauders;Marauders;2016;2;1;1;https://m.media-amazon.com/images/M/MV5BODU2OTc1OTgyMF5BMl5BanBnXkFtZTgwOTU4OTMxOTE@._V1_SX300.jpg;['action', 'crime', 'thriller']
tt1233381;movie;Three Monkeys;Üç Maymun;2008;2;1;1;;['drama']
tt0060138;movie;Au Hasard Balthazar;Au hasard Balthazar;1966;2;1;1;https://m.media-amazon.com/images/M/MV5BMmM4ZmE0NzktNzQ5MS00ZWU2LTlmMjMtNmJmNzM4MWVmYTA0XkEyXkFqcGdeQXVyMTA2ODMzMDU@._V1_SX300.jpg;['drama']
tt0107151;movie;The House of the Spirits;The House of the Spirits;1993;2;1;1;https://m.media-amazon.com/images/M/MV5BOWRmNjFkOGQtNjk1MC00OWM0LWE3YjItNWIxNWM5MjYzZjcxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg;['drama', 'romance']
tt0116259;movie;Extreme Measures;Extreme Measures;1996;2;1;1;;['crime', 'drama', 'mystery']
tt0110613;movie;My Girl 2;My Girl 2;1994;2;1;1;;['comedy', 'drama', 'family']
tt1434447;movie;Rocket Singh: Salesman of the Year;Rocket Singh: Salesman of the Year;2009;2;1;1;https://m.media-amazon.com/images/M/MV5BNDdhYjZiNjYtZmNhZS00NWFiLWFlNzgtNzRkMTU4ZWUwNTE4XkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_SX300.jpg;['comedy', 'drama']
tt0067741;movie;Shaft;Shaft;1971;2;1;1;https://m.media-amazon.com/images/M/MV5BMGY2MDFlMTAtODU3NS00MDkxLThiMTItMTBlMDliNmMwOGQxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg;['action', 'crime', 'thriller']
tt0071771;movie;The Longest Yard;The Longest Yard;1974;2;1;1;;['comedy', 'crime', 'drama']
tt0293416;movie;Metropolis;Metoroporisu;2001;2;1;1;;['adventure', 'animation', 'drama']
tt1661275;movie;Their Finest;Their Finest;2016;2;1;1;;['comedy', 'drama', 'romance']
tt0076578;movie;Pumping Iron;Pumping Iron;1977;2;1;1;;['documentary', 'sport']
tt9000224;movie;The Assistant;The Assistant;2019;2;1;1;;['drama']
tt1821641;movie;The Congress;The Congress;2013;2;1;1;https://m.media-amazon.com/images/M/MV5BMjE5MTUzNDk3M15BMl5BanBnXkFtZTgwMTUwNTQ5MTE@._V1_SX300.jpg;['animation', 'drama', 'sci-fi']
tt0111161;movie;The Shawshank Redemption;The Shawshank Redemption;1994;2;1;1;https://m.media-amazon.com/images/M/MV5BMDFkYTc0MGEtZmNhMC00ZDIzLWFmNTEtODM1ZmRlYWMwMWFmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg;['drama']
tt0475169;movie;13 Tzameti;13 Tzameti;2005;2;1;1;;['crime', 'drama', 'horror']
tt0411267;movie;The Dark;The Dark;2005;2;1;1;;['drama', 'fantasy', 'horror']
tt2852400;movie;A Touch of Sin;Tian zhu ding;2013;2;1;1;https://m.media-amazon.com/images/M/MV5BZDdlZDIxYzAtOTEyNy00ZTJlLTkwMDMtYjMyNWJiM2JkNWIwXkEyXkFqcGdeQXVyMzY2MDk0MTk@._V1_SX300.jpg;['action', 'drama']
tt1132285;movie;The Factory;The Factory;2012;2;1;1;;['crime', 'mystery', 'thriller']
tt8980602;movie;The Kid Detective;The Kid Detective;2020;2;1;1;;['comedy', 'drama', 'mystery']
tt3455224;movie;Virunga;Virunga;2014;2;1;1;https://m.media-amazon.com/images/M/MV5BMjI0NzE5Mzc5OF5BMl5BanBnXkFtZTgwODk3Njg0MzE@._V1_SX300.jpg;['documentary', 'war']
tt5884234;movie;First Kill;First Kill;2017;2;1;1;;['action', 'thriller']
tt0114671;movie;Land and Freedom;Land and Freedom;1995;2;1;1;https://m.media-amazon.com/images/M/MV5BMmE2ZmE0ZDUtYzljOS00ZWZmLWIyNmYtNzkwNGM4MGNlMWY3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_SX300.jpg;['drama', 'war']
tt0031455;movie;The Hunchback of Notre Dame;The Hunchback of Notre Dame;1939;2;1;1;;['drama', 'romance']
tt7616148;movie;Luce;Luce;2019;2;1;1;;['drama', 'mystery']
tt0384504;movie;Saving Face;Saving Face;2004;2;1;1;;['comedy', 'drama', 'romance']
tt0930083;movie;Noroi;Noroi;2005;2;1;1;;['horror', 'mystery', 'thriller']
tt0079871;movie;Scum;Scum;1979;2;1;1;https://m.media-amazon.com/images/M/MV5BZDBmMzk2NmUtYTYwMy00ZTQ3LWJjOTgtNmFhYmJmMGI5ZTFlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg;['crime', 'drama']
tt0112769;movie;La Cérémonie;La cérémonie;1995;2;1;1;https://m.media-amazon.com/images/M/MV5BZjIwYmYxY2EtNDgzYy00MDg0LTljN2MtNjc5N2M4OGJlOGI2XkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt0085346;movie;Class;Class;1983;2;1;1;;['comedy', 'drama', 'romance']
tt0119448;movie;Character;Karakter;1997;2;1;1;;['crime', 'drama', 'mystery']
tt0042619;movie;Diary of a Country Priest;Journal d'un curé de campagne;1951;2;1;1;;['drama']
tt0069897;movie;Coffy;Coffy;1973;2;1;1;;['action', 'crime', 'thriller']
tt4375438;movie;The Club;El Club;2015;2;1;1;;['comedy', 'drama', 'mystery']
tt0937237;movie;Redacted;Redacted;2007;2;1;1;;['crime', 'thriller', 'war']
tt0040823;movie;Sorry, Wrong Number;Sorry, Wrong Number;1948;2;1;1;;['drama', 'film-noir', 'mystery']
tt6643972;movie;Triple Threat;Triple Threat;2019;2;1;1;;['action', 'thriller']
tt0051878;movie;The Long, Hot Summer;The Long, Hot Summer;1958;2;1;1;;['drama']
tt9617456;movie;For Sama;For Sama;2019;2;1;1;https://m.media-amazon.com/images/M/MV5BYzE2NWE0OWEtMjk5NS00OWYwLWEwNzQtMGFhZTIzYTgxZjI0XkEyXkFqcGdeQXVyNDY2NDMxNDY@._V1_SX300.jpg;['documentary', 'war']
tt0381505;movie;Pretty Persuasion;Pretty Persuasion;2005;2;1;1;https://m.media-amazon.com/images/M/MV5BMTI0NTA1MDkyOF5BMl5BanBnXkFtZTcwOTg3NTAzMQ@@._V1_SX300.jpg;['comedy', 'drama']
tt0812243;movie;Ex Drummer;Ex Drummer;2007;2;1;1;;['comedy', 'crime', 'drama']
tt0053793;movie;Elmer Gantry;Elmer Gantry;1960;2;1;1;;['drama']
tt0119311;movie;Hoodlum;Hoodlum;1997;2;1;1;;['crime', 'drama']
tt1179258;movie;Chéri;Chéri;2009;2;1;1;https://m.media-amazon.com/images/M/MV5BOTY4MzU1MzI1NV5BMl5BanBnXkFtZTcwOTY5Njc1Mg@@._V1_SX300.jpg;['comedy', 'drama', 'romance']
tt0379976;movie;Savage Grace;Savage Grace;2007;2;1;1;;['drama']
tt0362004;movie;Palindromes;Palindromes;2004;2;1;1;;['comedy', 'drama']
tt0112750;movie;Crying Freeman;Crying Freeman;1995;2;1;1;;['action', 'crime', 'thriller']
tt1447508;movie;Peepli [Live];Peepli [Live];2010;2;1;1;https://m.media-amazon.com/images/M/MV5BZTU4NmJkNWEtNmM0ZC00NDkyLThkZDYtZTVkNTQxMTNhOTlhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg;['comedy', 'drama']
tt3495000;movie;Mardaani;Mardaani;2014;2;1;1;https://m.media-amazon.com/images/M/MV5BMjI1MTA5MzM2MF5BMl5BanBnXkFtZTgwNjk2MDgwMjE@._V1_SX300.jpg;['action', 'crime', 'drama']
tt0078492;movie;The Wild Geese;The Wild Geese;1978;2;1;1;;['action', 'adventure', 'drama']
tt4721124;movie;The Exception;The Exception;2016;2;1;1;;['drama', 'romance', 'war']
tt0395125;movie;El Crimen Perfecto (The Perfect Crime);Crimen ferpecto;2004;2;1;1;;['comedy', 'crime', 'thriller']
tt0379306;movie;A Good Woman;A Good Woman;2004;2;1;1;;['comedy', 'drama', 'romance']
tt0073692;movie;Shampoo;Shampoo;1975;2;1;1;;['comedy', 'drama']
tt0120776;movie;One True Thing;One True Thing;1998;2;1;1;;['drama']
tt3253624;movie;Soaked in Bleach;Soaked in Bleach;2015;2;1;1;https://m.media-amazon.com/images/M/MV5BMTQ3MTk5MDQ0N15BMl5BanBnXkFtZTgwMTgwOTg2NTE@._V1_SX300.jpg;['crime', 'documentary']
tt0468094;movie;The Road to Guantanamo;The Road to Guantanamo;2006;2;1;1;;['drama', 'war']
tt0250323;movie;The Deep End;The Deep End;2001;2;1;1;;['crime', 'drama', 'mystery']
tt11750282;movie;Don't Listen;Voces;2020;2;1;1;https://m.media-amazon.com/images/M/MV5BMmM5MGUzZTctNTQzZC00NGFjLWI4ZDYtZWRhMWY5Zjk3YTU2XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg;['drama', 'horror', 'mystery']
tt0306734;movie;The Divorce;Le divorce;2003;2;1;1;https://m.media-amazon.com/images/M/MV5BMTUxMjQ0MDgzOF5BMl5BanBnXkFtZTYwNjM1MDY2._V1_SX300.jpg;['comedy', 'drama', 'romance']
tt0042369;movie;D.O.A.;D.O.A.;1949;2;1;1;;['drama', 'film-noir', 'mystery']
tt0473356;movie;The Flock;The Flock;2007;2;1;1;;['crime', 'drama', 'mystery']
tt0052080;movie;Ashes and Diamonds;Popiól i diament;1958;2;1;1;;['drama', 'romance', 'war']
tt0190419;movie;Ghulam;Ghulam;1998;2;1;1;;['action', 'crime', 'drama']
tt6386748;movie;Birds of Passage;Pájaros de verano;2018;2;1;1;https://m.media-amazon.com/images/M/MV5BMjUxODM5ODUyM15BMl5BanBnXkFtZTgwNzA3Nzg3NjM@._V1_SX300.jpg;['crime', 'drama']
tt5255710;movie;Sanam Teri Kasam;Sanam Teri Kasam;2016;2;1;1;;['drama', 'musical', 'romance']
tt0098360;movie;Violent Cop;Sono otoko, kyôbô ni tsuki;1989;2;1;1;;['action', 'crime', 'drama']
tt0243255;movie;Fat Girl;À ma soeur!;2001;2;1;1;;['drama']
tt0061781;movie;The Firemen's Ball;Horí, má panenko;1967;2;1;1;https://m.media-amazon.com/images/M/MV5BNjYwOWI3NGEtMmYzMS00M2ZlLWFlNTItMjlmZWMwOTE2MDQyXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg;['comedy', 'drama']
tt1455811;movie;Khatta Meetha;Khatta Meetha;2010;2;1;1;;['comedy', 'crime', 'drama']
tt0072730;movie;A Boy and His Dog;A Boy and His Dog;1975;2;1;1;;['comedy', 'drama', 'sci-fi']
tt0102900;movie;Shattered;Shattered;1991;2;1;1;;['crime', 'drama', 'mystery']
tt0210382;movie;The Weight of Water;The Weight of Water;2000;2;1;1;;['crime', 'drama', 'mystery']
tt0119080;movie;Eve's Bayou;Eve's Bayou;1997;2;1;1;https://m.media-amazon.com/images/M/MV5BNWRiYmM0MGItYjY3YS00ZGYwLTgxMTMtNzA4MjYzMzI3ZDY3XkEyXkFqcGdeQXVyMTg2NjYzOA@@._V1_SX300.jpg;['drama']
tt0497323;movie;Anamorph;Anamorph;2007;2;1;1;;['crime', 'horror', 'thriller']
tt0101615;movie;Cool as Ice;Cool as Ice;1991;2;1;1;;['comedy', 'drama', 'music']
tt0044876;movie;The Man in the White Suit;The Man in the White Suit;1951;2;1;1;;['comedy', 'drama', 'sci-fi']
tt0098051;movie;The Package;The Package;1989;2;1;1;;['action', 'crime', 'drama']
tt0101846;movie;F/X2;F/X2;1991;2;1;1;;['action', 'thriller']
tt0089748;movie;When Father Was Away on Business;Otac na sluzbenom putu;1985;2;1;1;;['drama']
tt0084549;movie;Blind Chance;Przypadek;1987;2;1;1;;['drama']
tt0081568;movie;The Stunt Man;The Stunt Man;1980;2;1;1;;['action', 'comedy', 'drama']
tt0140397;movie;Mumford;Mumford;1999;2;1;1;;['comedy', 'drama']
tt0150216;movie;Cradle Will Rock;Cradle Will Rock;1999;2;1;1;;['drama']
tt0031385;movie;Goodbye, Mr. Chips;Goodbye, Mr. Chips;1939;2;1;1;;['drama', 'romance']
tt0068278;movie;The Bitter Tears of Petra von Kant;Die bitteren Tränen der Petra von Kant;1972;2;1;1;;['drama', 'romance']
tt0096028;movie;Salaam Bombay!;Salaam Bombay!;1988;2;1;1;;['crime', 'drama']
tt0050188;movie;Mother India;Mother India;1957;2;1;1;;['drama', 'family', 'musical']
tt0274497;movie;The Ignorant Fairies;Le fate ignoranti;2001;2;1;1;;['drama', 'romance']
tt0120757;movie;The Mod Squad;The Mod Squad;1999;2;1;1;;['action', 'crime', 'thriller']
tt8299768;movie;Blow the Man Down;Blow the Man Down;2019;2;1;1;https://m.media-amazon.com/images/M/MV5BYmM3MDlkNDItN2RhNy00Mjc2LWJmNjktODk4NGE0NmRmMTFkXkEyXkFqcGdeQXVyODE0OTU5Nzg@._V1_SX300.jpg;['comedy', 'drama', 'mystery']
tt0368913;movie;Osama;Osama;2003;2;1;1;;['drama', 'war']
tt7279188;movie;Woman at War;Kona fer í stríð;2018;2;1;1;https://m.media-amazon.com/images/M/MV5BMzJhYTBkMDktY2Q5Yy00M2MwLTg2MzQtZjFlMmRmMTc5OGMwXkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg;['adventure', 'comedy', 'drama']
tt0073906;movie;The Wind and the Lion;The Wind and the Lion;1975;2;1;1;;['action', 'adventure', 'drama']
tt0067900;movie;A Cop;Un flic;1972;2;1;1;https://m.media-amazon.com/images/M/MV5BY2NkMDU5OGQtMzU1Yy00OTBkLWExNDEtYzhkYjAwYjViYWIzXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg;['crime', 'thriller']
tt0064840;movie;The Prime of Miss Jean Brodie;The Prime of Miss Jean Brodie;1969;2;1;1;;['comedy', 'drama', 'romance']
tt4552524;movie;Jeruzalem;Jeruzalem;2015;2;1;1;https://m.media-amazon.com/images/M/MV5BMTc2MjU2ODY3M15BMl5BanBnXkFtZTgwMTg5OTc3NTE@._V1_SX300.jpg;['horror', 'sci-fi', 'thriller']
tt0351461;movie;Noi the Albino;Nói albinói;2003;2;1;1;;['drama']
tt0067778;movie;Murmur of the Heart;Le souffle au coeur;1971;2;1;1;;['comedy', 'drama']
tt5929750;movie;Beatriz at Dinner;Beatriz at Dinner;2017;2;1;1;;['comedy', 'drama']
tt1682181;movie;Bully;Bully;2011;2;1;1;;['documentary']
tt5221894;movie;Eteros ego;Eteros ego;2016;2;1;1;;['crime', 'drama', 'mystery']
tt0082736;movie;Mephisto;Mephisto;1981;2;1;1;;['drama']
tt0110889;movie;Priest;Priest;1994;2;1;1;;['drama', 'romance']
tt1038043;movie;Mammoth;Mammoth;2009;2;1;1;https://m.media-amazon.com/images/M/MV5BMTYzNzU3OTU2NV5BMl5BanBnXkFtZTcwMDc1NzQ5Mg@@._V1_SX300.jpg;['drama', 'romance']
tt0067656;movie;A Bay of Blood;Ecologia del delitto;1971;2;1;1;;['horror', 'mystery', 'thriller']
tt0103791;movie;Belle Epoque;Belle Epoque;1992;2;1;1;;['comedy', 'drama', 'romance']
tt0097967;movie;Next of Kin;Next of Kin;1989;2;1;1;;['action', 'crime', 'thriller']
tt0054821;movie;Le Doulos;Le doulos;1962;2;1;1;https://m.media-amazon.com/images/M/MV5BNjUyNGQ1MWEtYTgzMS00YzNlLWI1NzQtYTkzZTk5OGFkMGJkXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg;['crime', 'thriller']
tt6892400;movie;The Girl in the Fog;La ragazza nella nebbia;2017;2;1;1;;['crime', 'drama', 'mystery']
tt0102181;movie;Kafka;Kafka;1991;2;1;1;;['drama', 'mystery', 'sci-fi']
tt2877108;movie;Soodhu Kavvum;Soodhu Kavvum;2013;2;1;1;;['comedy', 'crime', 'thriller']
tt5334704;movie;Twin Peaks: The Missing Pieces;Twin Peaks: The Missing Pieces;2014;2;1;1;;['drama', 'horror', 'mystery']
tt0330243;movie;Day of the Wacko;Dzien swira;2002;2;1;1;;['comedy', 'drama', 'romance']
tt0104507;movie;Indochine;Indochine;1992;2;1;1;https://m.media-amazon.com/images/M/MV5BZWJiNjFmOGYtMWY4ZC00MGUxLTgzOTUtNGJjNWQzNGZlZDc0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;['drama', 'romance', 'war']
tt2468774;movie;Confession of Murder;Nae-ga sal-in-beom-i-da;2012;2;1;1;;['action', 'crime', 'thriller']
tt0209933;movie;Beau travail;Beau travail;1999;2;1;1;https://m.media-amazon.com/images/M/MV5BYjRkMGQwMWMtYzkxZC00MjZhLTkwNWYtZGI4NGY4OWI4ZmMyXkEyXkFqcGdeQXVyODU1OTc0MzI@._V1_SX300.jpg;['drama', 'war']
tt0083336;movie;Wolfen;Wolfen;1981;2;1;1;;['horror', 'thriller']
tt0142804;movie;Resurrection;Resurrection;1999;2;1;1;;['crime', 'drama', 'horror']
tt0038975;movie;The Spiral Staircase;The Spiral Staircase;1946;2;1;1;;['drama', 'horror', 'mystery']
tt0783640;movie;The Last Full Measure;The Last Full Measure;2019;2;1;1;https://m.media-amazon.com/images/M/MV5BOTQyMjBmNDAtNDA0YS00ODFiLTk2OTUtMWM5NzI4NjM1YzhhXkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_SX300.jpg;['drama', 'war']
tt0343996;movie;The Lost City;The Lost City;2005;2;1;1;;['drama', 'romance']
tt0082748;movie;Pieces;Mil gritos tiene la noche;1982;2;1;1;;['horror', 'mystery', 'thriller']
tt3100274;movie;Manhattan Night;Manhattan Nocturne;2016;2;1;1;https://m.media-amazon.com/images/M/MV5BMjQwMDE4NzQ5N15BMl5BanBnXkFtZTgwNzM0NDA3ODE@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt5598292;movie;Polaroid;Polaroid;2019;2;1;1;;['drama', 'horror', 'mystery']
tt0082269;movie;Diva;Diva;1981;2;1;1;;['music', 'thriller']
tt0037469;movie;The Woman in the Window;The Woman in the Window;1944;2;1;1;;['crime', 'drama', 'film-noir']
tt0389957;movie;Edison;Edison;2005;2;1;1;;['action', 'crime', 'drama']
tt0484562;movie;The Seeker: The Dark Is Rising;The Seeker: The Dark Is Rising;2007;2;1;1;;['adventure', 'drama', 'family']
tt0116790;movie;Kolya;Kolja;1996;2;1;1;;['comedy', 'drama', 'music']
tt0448075;movie;The Night Listener;The Night Listener;2006;2;1;1;;['crime', 'drama', 'horror']
tt1948150;movie;Singham;Singham;2011;2;1;1;https://m.media-amazon.com/images/M/MV5BMTA2NTAyNTMyMDdeQTJeQWpwZ15BbWU3MDEyMTY1ODU@._V1_SX300.jpg;['action', 'crime', 'drama']
tt0091578;movie;My Beautiful Laundrette;My Beautiful Laundrette;1985;2;1;1;;['comedy', 'drama', 'romance']
tt0296574;movie;Company;Company;2002;2;1;1;;['action', 'crime', 'drama']
tt0338097;movie;Head in the Clouds;Head in the Clouds;2004;2;1;1;;['drama', 'romance', 'war']
tt1911662;movie;Vehicle 19;Vehicle 19;2013;2;1;1;;['action', 'thriller']
tt4693358;movie;OtherLife;OtherLife;2017;2;1;1;https://m.media-amazon.com/images/M/MV5BM2E1OTRlZDUtNTFjZC00ZDMxLTk4YjYtYmIzN2Q1ZWQ5OTBkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt0783238;movie;The Dead Girl;The Dead Girl;2006;2;1;1;;['crime', 'drama', 'mystery']
tt0096018;movie;Running on Empty;Running on Empty;1988;2;1;1;;['crime', 'drama', 'music']
tt0073453;movie;Night Moves;Night Moves;1975;2;1;1;https://m.media-amazon.com/images/M/MV5BZDRiYzE4ZWEtNjEwOC00MjUxLThhYzctODUyNDcxZWFlNWExL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt1931602;movie;Very Good Girls;Very Good Girls;2013;2;1;1;;['drama', 'romance']
tt7134096;movie;The Rhythm Section;The Rhythm Section;2020;2;1;1;;['action', 'drama', 'mystery']
tt0090350;movie;Year of the Dragon;Year of the Dragon;1985;2;1;1;;['action', 'crime', 'drama']
tt0103030;movie;High Heels;Tacones lejanos;1991;2;1;1;;['comedy', 'drama', 'romance']
tt0337579;movie;Barbershop 2: Back in Business;Barbershop 2: Back in Business;2004;2;1;1;;['comedy', 'drama']
tt1839494;movie;Children Who Chase Lost Voices;Hoshi o ou kodomo;2011;2;1;1;;['adventure', 'animation', 'drama']
tt0113613;movie;The Last Supper;The Last Supper;1995;2;1;1;;['comedy', 'crime', 'drama']
tt4019560;movie;Exposed;Exposed;2016;2;1;1;;['crime', 'drama', 'mystery']
tt0473188;movie;Bobby Z;The Death and Life of Bobby Z;2007;2;1;1;;['action', 'crime', 'thriller']
tt4924942;movie;The Invisible Guardian;El guardián invisible;2017;2;1;1;https://m.media-amazon.com/images/M/MV5BYjI1ZTI5YjYtZjI2MS00OTBjLWIyYzUtMDMxYmQzNjM4Y2JiL2ltYWdlXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_SX300.jpg;['crime', 'thriller']
tt0444182;movie;Days of Glory;Indigènes;2006;2;1;1;;['action', 'drama', 'war']
tt0066601;movie;Zabriskie Point;Zabriskie Point;1970;2;1;1;;['drama']
tt0054743;movie;The Children's Hour;The Children's Hour;1961;2;1;1;;['drama', 'romance']
tt0039416;movie;Gentleman's Agreement;Gentleman's Agreement;1947;2;1;1;;['drama', 'romance']
tt0347332;movie;Khakee;Khakee;2004;2;1;1;;['action', 'crime', 'drama']
tt1194417;movie;Casino Jack;Casino Jack;2010;2;1;1;;['biography', 'comedy', 'crime']
tt1436568;movie;Assassination Games;Assassination Games;2011;2;1;1;;['action', 'crime', 'drama']
tt5960374;movie;Vox Lux;Vox Lux;2018;2;1;1;;['drama', 'music']
tt0364955;movie;Art School Confidential;Art School Confidential;2006;2;1;1;;['comedy', 'drama', 'romance']
tt0382330;movie;As It Is in Heaven;Så som i himmelen;2004;2;1;1;;['comedy', 'drama', 'music']
tt0110081;movie;To Live;Huo zhe;1994;2;1;1;;['drama', 'war']
tt4382552;movie;Hot Girls Wanted;Hot Girls Wanted;2015;2;1;1;https://m.media-amazon.com/images/M/MV5BMTcyMjU5NjAwN15BMl5BanBnXkFtZTgwOTM1MTc4NTE@._V1_SX300.jpg;['documentary']
tt0080474;movie;Brubaker;Brubaker;1980;2;1;1;https://m.media-amazon.com/images/M/MV5BYzViZjU1ZjUtYjVmMi00ZWE2LWFiNGItOGJkOTliZmFhYWU4XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg;['crime', 'drama']
tt0088272;movie;Tightrope;Tightrope;1984;2;1;1;;['crime', 'mystery', 'thriller']
tt1183374;movie;Pet;Pet;2016;2;1;1;https://m.media-amazon.com/images/M/MV5BMTg5NTE3MzUyOV5BMl5BanBnXkFtZTgwOTQ2ODI0MDI@._V1_SX300.jpg;['horror', 'thriller']
tt0373856;movie;Gangaajal;Gangaajal;2003;2;1;1;;['action', 'crime', 'drama']
tt0432047;movie;Sarkar;Sarkar;2005;2;1;1;;['action', 'crime', 'drama']
tt0104549;movie;Jennifer 8;Jennifer Eight;1992;2;1;1;https://m.media-amazon.com/images/M/MV5BMDNmNDAxYzgtODJjNS00YTRmLTkxOTAtNTliNzdjOWQ2NmI1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg;['crime', 'drama', 'mystery']
tt7363076;movie;Raid;Raid;2018;2;1;1;;['action', 'crime', 'drama']
tt1361318;movie;Good People;Good People;2014;2;1;1;;['action', 'crime', 'thriller']
tt0072962;movie;F for Fake;F for Fake;1973;2;1;1;;['documentary']
tt0077369;movie;Convoy;Convoy;1978;2;1;1;;['action', 'drama']
tt0046126;movie;Niagara;Niagara;1953;2;1;1;;['film-noir', 'thriller']
tt0110631;movie;Nattevagten;Nattevagten;1994;2;1;1;;['horror', 'thriller']
tt0290329;movie;Visitor Q;Bijitâ Q;2001;2;1;1;;['comedy', 'drama', 'horror']
tt0332658;movie;Intermission;Intermission;2003;2;1;1;;['comedy', 'crime', 'drama']
tt0098320;movie;Shocker;Shocker;1989;2;1;1;https://m.media-amazon.com/images/M/MV5BOThlZDkyYWItY2YxMS00ZDBlLWE1ZjgtNWYxZWY5NGNmZDQ3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg;['comedy', 'horror', 'thriller']
tt0083908;movie;Evil Under the Sun;Evil Under the Sun;1982;2;1;1;;['crime', 'drama', 'mystery']
tt0077578;movie;Foul Play;Foul Play;1978;2;1;1;;['comedy', 'mystery', 'thriller']
tt0203632;movie;The Princess and the Warrior;Der Krieger und die Kaiserin;2000;2;1;1;;['drama', 'mystery', 'romance']
tt1841642;movie;Demonic;Demonic;2015;2;1;1;;['horror', 'mystery', 'thriller']
tt3610746;movie;Don't Hang Up;Don't Hang Up;2016;2;1;1;;['horror', 'thriller']
tt0042994;movie;Stage Fright;Stage Fright;1950;2;1;1;;['film-noir', 'mystery', 'thriller']
tt0204137;movie;Animal Factory;Animal Factory;2000;2;1;1;;['crime', 'drama']
tt1715336;movie;Anna;Anna;2013;2;1;1;;['drama', 'mystery', 'sci-fi']
tt0114496;movie;Something to Talk About;Something to Talk About;1995;2;1;1;;['comedy', 'drama', 'romance']
tt0220580;movie;Intacto;Intacto;2001;2;1;1;;['drama', 'fantasy', 'romance']
tt0126250;movie;Cookie's Fortune;Cookie's Fortune;1999;2;1;1;;['comedy', 'drama']
tt2499472;movie;Point Blank;Point Blank;2019;2;1;1;https://m.media-amazon.com/images/M/MV5BYThkZjRmNWYtMWQ5Mi00Y2E4LWEyZjgtYWYxMDhiNTJmNTQzXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg;['action', 'crime', 'drama']
tt0071524;movie;The Front Page;The Front Page;1974;2;1;1;;['comedy', 'drama', 'romance']
